"Plot Title: Yverdon_les_Tropiques_6"
"#","Date Time, GMT+02:00","Temp, °C (LGR S/N: 10963344, SEN S/N: 10963344)","RH, % (LGR S/N: 10963344, SEN S/N: 10963344)"
3054,07/01/25 02:50:00 PM,33.704,38.058
3055,07/01/25 03:00:00 PM,34.071,37.349
3056,07/01/25 03:10:00 PM,34.624,36.724
3057,07/01/25 03:20:00 PM,33.809,37.256
3058,07/01/25 03:30:00 PM,34.229,36.005
3059,07/01/25 03:40:00 PM,34.229,35.017
3060,07/01/25 03:50:00 PM,33.157,36.887
3061,07/01/25 04:00:00 PM,34.281,35.192
3062,07/01/25 04:10:00 PM,32.639,41.709
3063,07/01/25 04:20:00 PM,31.128,40.812
3064,07/01/25 04:30:00 PM,31.382,36.748
3065,07/01/25 04:40:00 PM,31.459,32.958
3066,07/01/25 04:50:00 PM,31.179,31.841
3067,07/01/25 05:00:00 PM,32.098,27.823
3068,07/01/25 05:10:00 PM,31.586,28.509
3069,07/01/25 05:20:00 PM,31.001,29.599
3070,07/01/25 05:30:00 PM,31.306,27.555
3071,07/01/25 05:40:00 PM,31.484,29.397
3072,07/01/25 05:50:00 PM,30.571,32.913
3073,07/01/25 06:00:00 PM,29.765,39.202
3074,07/01/25 06:10:00 PM,29.690,39.727
3075,07/01/25 06:20:00 PM,28.941,40.047
3076,07/01/25 06:30:00 PM,29.439,41.757
3077,07/01/25 06:40:00 PM,29.665,41.385
3078,07/01/25 06:50:00 PM,29.265,42.069
3079,07/01/25 07:00:00 PM,29.439,42.484
3080,07/01/25 07:10:00 PM,29.715,46.128
3081,07/01/25 07:20:00 PM,29.790,45.156
3082,07/01/25 07:30:00 PM,30.748,41.669
3083,07/01/25 07:40:00 PM,30.697,41.763
3084,07/01/25 07:50:00 PM,30.016,43.407
3085,07/01/25 08:00:00 PM,30.217,42.968
3086,07/01/25 08:10:00 PM,29.790,44.598
3087,07/01/25 08:20:00 PM,29.389,45.861
3088,07/01/25 08:30:00 PM,29.165,47.820
3089,07/01/25 08:40:00 PM,28.468,52.174
3090,07/01/25 08:50:00 PM,28.171,52.963
3091,07/01/25 09:00:00 PM,27.899,55.430
3092,07/01/25 09:10:00 PM,27.949,54.900
3093,07/01/25 09:20:00 PM,27.949,56.163
3094,07/01/25 09:30:00 PM,26.965,57.868
3095,07/01/25 09:40:00 PM,26.256,62.618
3096,07/01/25 09:50:00 PM,25.404,66.251
3097,07/01/25 10:00:00 PM,25.307,66.265
3098,07/01/25 10:10:00 PM,25.186,65.094
3099,07/01/25 10:20:00 PM,25.065,65.255
3100,07/01/25 10:30:00 PM,24.798,66.086
3101,07/01/25 10:40:00 PM,24.291,67.291
3102,07/01/25 10:50:00 PM,24.992,65.878
3103,07/01/25 11:00:00 PM,23.208,71.493
3104,07/01/25 11:10:00 PM,22.369,74.489
3105,07/01/25 11:20:00 PM,22.753,73.662
3106,07/01/25 11:30:00 PM,22.561,75.020
3107,07/01/25 11:40:00 PM,22.585,74.154
3108,07/01/25 11:50:00 PM,22.657,73.030
3109,07/02/25 12:00:00 AM,22.130,74.529
3110,07/02/25 12:10:00 AM,21.843,74.791
3111,07/02/25 12:20:00 AM,21.318,77.275
3112,07/02/25 12:30:00 AM,21.223,76.769
3113,07/02/25 12:40:00 AM,21.127,78.093
3114,07/02/25 12:50:00 AM,20.674,78.738
3115,07/02/25 01:00:00 AM,20.722,78.975
3116,07/02/25 01:10:00 AM,20.793,79.302
3117,07/02/25 01:20:00 AM,20.936,77.882
3118,07/02/25 01:30:00 AM,20.460,78.920
3119,07/02/25 01:40:00 AM,20.650,77.623
3120,07/02/25 01:50:00 AM,20.627,76.160
3121,07/02/25 02:00:00 AM,20.222,77.620
3122,07/02/25 02:10:00 AM,19.651,79.709
3123,07/02/25 02:20:00 AM,20.031,78.858
3124,07/02/25 02:30:00 AM,20.103,79.184
3125,07/02/25 02:40:00 AM,20.079,78.528
3126,07/02/25 02:50:00 AM,19.698,79.070
3127,07/02/25 03:00:00 AM,19.460,79.161
3128,07/02/25 03:10:00 AM,19.151,80.305
3129,07/02/25 03:20:00 AM,18.985,80.437
3130,07/02/25 03:30:00 AM,18.961,80.628
3131,07/02/25 03:40:00 AM,18.937,80.343
3132,07/02/25 03:50:00 AM,18.580,80.658
3133,07/02/25 04:00:00 AM,18.485,81.140
3134,07/02/25 04:10:00 AM,18.461,80.995
3135,07/02/25 04:20:00 AM,18.675,80.678
3136,07/02/25 04:30:00 AM,18.771,80.419
3137,07/02/25 04:40:00 AM,18.652,80.169
3138,07/02/25 04:50:00 AM,18.010,81.537
3139,07/02/25 05:00:00 AM,17.891,82.453
3140,07/02/25 05:10:00 AM,17.938,82.602
3141,07/02/25 05:20:00 AM,18.129,82.506
3142,07/02/25 05:30:00 AM,18.271,82.094
3143,07/02/25 05:40:00 AM,17.867,82.559
3144,07/02/25 05:50:00 AM,17.463,83.791
3145,07/02/25 06:00:00 AM,17.605,84.125
3146,07/02/25 06:10:00 AM,17.891,83.172
3147,07/02/25 06:20:00 AM,18.129,82.257
3148,07/02/25 06:30:00 AM,17.796,83.316
3149,07/02/25 06:40:00 AM,18.081,82.966
3150,07/02/25 06:50:00 AM,18.271,82.593
3151,07/02/25 07:00:00 AM,19.175,80.814
3152,07/02/25 07:10:00 AM,20.031,77.552
3153,07/02/25 07:20:00 AM,21.318,74.774
3154,07/02/25 07:30:00 AM,21.748,72.680
3155,07/02/25 07:40:00 AM,22.226,71.836
3156,07/02/25 07:50:00 AM,22.609,71.468
3157,07/02/25 08:00:00 AM,22.992,70.302
3158,07/02/25 08:10:00 AM,23.761,66.598
3159,07/02/25 08:20:00 AM,24.026,65.078
3160,07/02/25 08:30:00 AM,24.291,64.851
3161,07/02/25 08:40:00 AM,24.339,65.071
3162,07/02/25 08:50:00 AM,24.532,63.860
3163,07/02/25 09:00:00 AM,23.785,65.700
3164,07/02/25 09:10:00 AM,24.267,64.907
3165,07/02/25 09:20:00 AM,25.307,63.563
3166,07/02/25 09:30:00 AM,24.677,65.098
3167,07/02/25 09:40:00 AM,25.258,62.884
3168,07/02/25 09:50:00 AM,27.333,52.051
3169,07/02/25 10:00:00 AM,26.280,52.860
3170,07/02/25 10:10:00 AM,27.431,51.969
3171,07/02/25 10:20:00 AM,28.742,49.835
3172,07/02/25 10:30:00 AM,28.816,46.346
3173,07/02/25 10:40:00 AM,29.090,43.893
3174,07/02/25 10:50:00 AM,29.040,44.281
3175,07/02/25 11:00:00 AM,29.190,44.790
3176,07/02/25 11:10:00 AM,29.439,44.065
3177,07/02/25 11:20:00 AM,29.540,44.241
3178,07/02/25 11:30:00 AM,29.490,44.760
3179,07/02/25 11:40:00 AM,29.966,43.928
3180,07/02/25 11:50:00 AM,30.066,45.254
3181,07/02/25 12:00:00 PM,30.192,44.185
3182,07/02/25 12:10:00 PM,30.748,44.051
3183,07/02/25 12:20:00 PM,31.052,44.383
3184,07/02/25 12:30:00 PM,30.444,45.069
3185,07/02/25 12:40:00 PM,30.773,45.304
3186,07/02/25 12:50:00 PM,30.925,45.224
3187,07/02/25 01:00:00 PM,31.204,44.466
3188,07/02/25 01:10:00 PM,31.612,40.263
3189,07/02/25 01:20:00 PM,31.663,41.136
3190,07/02/25 01:30:00 PM,31.663,40.736
3191,07/02/25 01:40:00 PM,31.970,39.564
3192,07/02/25 01:50:00 PM,32.304,40.403
3193,07/02/25 02:00:00 PM,32.794,39.045
3194,07/02/25 02:10:00 PM,32.510,39.285
3195,07/02/25 02:20:00 PM,33.105,38.774
3196,07/02/25 02:30:00 PM,33.001,39.134
3197,07/02/25 02:40:00 PM,33.339,39.067
3198,07/02/25 02:50:00 PM,33.521,38.107
3199,07/02/25 03:00:00 PM,32.484,37.970
3200,07/02/25 03:10:00 PM,33.626,33.595
3201,07/02/25 03:20:00 PM,33.105,32.624
3202,07/02/25 03:30:00 PM,34.176,34.499
3203,07/02/25 03:40:00 PM,34.360,34.721
3204,07/02/25 03:50:00 PM,33.861,34.266
3205,07/02/25 04:00:00 PM,34.255,34.678
3206,07/02/25 04:10:00 PM,34.202,35.424
3207,07/02/25 04:20:00 PM,34.308,35.434
3208,07/02/25 04:30:00 PM,34.730,35.337
3209,07/02/25 04:40:00 PM,33.626,36.594
3210,07/02/25 04:50:00 PM,33.809,34.192
3211,07/02/25 05:00:00 PM,32.562,37.640
3212,07/02/25 05:10:00 PM,32.536,38.278
3213,07/02/25 05:20:00 PM,32.124,39.044
3214,07/02/25 05:30:00 PM,32.021,39.167
3215,07/02/25 05:40:00 PM,31.357,40.570
3216,07/02/25 05:50:00 PM,31.255,41.192
3217,07/02/25 06:00:00 PM,30.798,42.139
3218,07/02/25 06:10:00 PM,30.646,43.280
3219,07/02/25 06:20:00 PM,30.066,45.057
3220,07/02/25 06:30:00 PM,30.041,45.185
3221,07/02/25 06:40:00 PM,29.941,46.482
3222,07/02/25 06:50:00 PM,30.369,45.158
3223,07/02/25 07:00:00 PM,30.697,44.934
3224,07/02/25 07:10:00 PM,30.495,46.222
3225,07/02/25 07:20:00 PM,31.204,44.631
3226,07/02/25 07:30:00 PM,30.950,44.733
3227,07/02/25 07:40:00 PM,30.394,43.878
3228,07/02/25 07:50:00 PM,30.646,44.171
3229,07/02/25 08:00:00 PM,30.217,43.595
3230,07/02/25 08:10:00 PM,29.941,42.441
3231,07/02/25 08:20:00 PM,29.715,42.052
3232,07/02/25 08:30:00 PM,29.615,42.768
3233,07/02/25 08:40:00 PM,29.389,44.354
3234,07/02/25 08:50:00 PM,29.215,42.459
3235,07/02/25 09:00:00 PM,29.090,44.778
3236,07/02/25 09:10:00 PM,28.617,43.511
3237,07/02/25 09:20:00 PM,28.048,48.004
3238,07/02/25 09:30:00 PM,27.751,48.354
3239,07/02/25 09:40:00 PM,26.622,53.066
3240,07/02/25 09:50:00 PM,26.012,54.623
3241,07/02/25 10:00:00 PM,25.258,59.162
3242,07/02/25 10:10:00 PM,25.210,58.907
3243,07/02/25 10:20:00 PM,25.258,58.636
3244,07/02/25 10:30:00 PM,25.404,58.130
3245,07/02/25 10:40:00 PM,24.823,58.755
3246,07/02/25 10:50:00 PM,24.557,59.825
3247,07/02/25 11:00:00 PM,24.532,60.498
3248,07/02/25 11:10:00 PM,23.665,63.836
3249,07/02/25 11:20:00 PM,23.569,63.820
3250,07/02/25 11:30:00 PM,23.016,65.567
3251,07/02/25 11:40:00 PM,23.064,66.806
3252,07/02/25 11:50:00 PM,23.809,63.588
3253,07/03/25 12:00:00 AM,23.328,65.260
3254,07/03/25 12:10:00 AM,23.472,64.137
3255,07/03/25 12:20:00 AM,23.472,63.228
3256,07/03/25 12:30:00 AM,23.184,64.240
3257,07/03/25 12:40:00 AM,23.472,60.882
3258,07/03/25 12:50:00 AM,23.737,60.341
3259,07/03/25 01:00:00 AM,23.857,59.038
3260,07/03/25 01:10:00 AM,23.040,62.002
3261,07/03/25 01:20:00 AM,22.848,62.305
3262,07/03/25 01:30:00 AM,22.513,63.794
3263,07/03/25 01:40:00 AM,21.557,68.797
3264,07/03/25 01:50:00 AM,22.226,66.210
3265,07/03/25 02:00:00 AM,22.106,65.530
3266,07/03/25 02:10:00 AM,22.106,65.440
3267,07/03/25 02:20:00 AM,22.274,65.049
3268,07/03/25 02:30:00 AM,22.681,63.883
3269,07/03/25 02:40:00 AM,22.872,62.704
3270,07/03/25 02:50:00 AM,23.040,62.124
3271,07/03/25 03:00:00 AM,21.915,66.663
3272,07/03/25 03:10:00 AM,21.748,69.216
3273,07/03/25 03:20:00 AM,21.843,68.997
3274,07/03/25 03:30:00 AM,21.772,70.929
3275,07/03/25 03:40:00 AM,21.318,74.831
3276,07/03/25 03:50:00 AM,21.366,75.562
3277,07/03/25 04:00:00 AM,20.412,79.900
3278,07/03/25 04:10:00 AM,20.627,81.438
3279,07/03/25 04:20:00 AM,20.650,84.512
3280,07/03/25 04:30:00 AM,20.841,81.035
3281,07/03/25 04:40:00 AM,20.793,81.895
3282,07/03/25 04:50:00 AM,20.817,82.376
3283,07/03/25 05:00:00 AM,20.984,80.868
3284,07/03/25 05:10:00 AM,20.555,82.905
3285,07/03/25 05:20:00 AM,20.507,84.397
3286,07/03/25 05:30:00 AM,20.269,85.449
3287,07/03/25 05:40:00 AM,20.103,86.208
3288,07/03/25 05:50:00 AM,20.126,87.037
3289,07/03/25 06:00:00 AM,20.341,86.099
3290,07/03/25 06:10:00 AM,19.984,85.493
3291,07/03/25 06:20:00 AM,20.865,76.323
3292,07/03/25 06:30:00 AM,20.555,79.053
3293,07/03/25 06:40:00 AM,20.603,80.025
3294,07/03/25 06:50:00 AM,20.889,80.594
3295,07/03/25 07:00:00 AM,21.175,80.373
3296,07/03/25 07:10:00 AM,21.676,79.062
3297,07/03/25 07:20:00 AM,22.776,75.729
3298,07/03/25 07:30:00 AM,23.785,69.648
3299,07/03/25 07:40:00 AM,24.436,68.066
3300,07/03/25 07:50:00 AM,24.823,66.301
3301,07/03/25 08:00:00 AM,25.089,67.552
3302,07/03/25 08:10:00 AM,25.283,66.381
3303,07/03/25 08:20:00 AM,25.453,66.411
3304,07/03/25 08:30:00 AM,26.012,64.596
3305,07/03/25 08:40:00 AM,26.500,62.566
3306,07/03/25 08:50:00 AM,27.038,60.864
3307,07/03/25 09:00:00 AM,27.949,58.298
3308,07/03/25 09:10:00 AM,28.345,54.417
3309,07/03/25 09:20:00 AM,28.394,53.471
3310,07/03/25 09:30:00 AM,28.097,53.843
3311,07/03/25 09:40:00 AM,27.628,56.399
3312,07/03/25 09:50:00 AM,27.186,57.839
3313,07/03/25 10:00:00 AM,26.426,58.473
3314,07/03/25 10:10:00 AM,27.604,55.040
3315,07/03/25 10:20:00 AM,27.949,53.473
3316,07/03/25 10:30:00 AM,28.518,51.092
3317,07/03/25 10:40:00 AM,28.916,51.016
3318,07/03/25 10:50:00 AM,28.692,52.140
3319,07/03/25 11:00:00 AM,29.090,51.361
3320,07/03/25 11:10:00 AM,29.565,48.843
3321,07/03/25 11:20:00 AM,29.840,46.405
3322,07/03/25 11:30:00 AM,29.290,47.640
3323,07/03/25 11:40:00 AM,29.490,48.574
3324,07/03/25 11:50:00 AM,30.192,46.709
3325,07/03/25 12:00:00 PM,30.142,47.192
3326,07/03/25 12:10:00 PM,30.545,46.556
3327,07/03/25 12:20:00 PM,30.318,48.679
3328,07/03/25 12:30:00 PM,30.318,46.593
3329,07/03/25 12:40:00 PM,30.545,45.737
3330,07/03/25 12:50:00 PM,30.444,47.197
3331,07/03/25 01:00:00 PM,30.697,46.966
3332,07/03/25 01:10:00 PM,30.192,46.055
3333,07/03/25 01:20:00 PM,30.748,44.479
3334,07/03/25 01:30:00 PM,30.394,45.391
3335,07/03/25 01:40:00 PM,29.315,46.830
3336,07/03/25 01:50:00 PM,28.444,53.191
3337,07/03/25 02:00:00 PM,29.190,52.784
3338,07/03/25 02:10:00 PM,29.890,47.715
3339,07/03/25 02:20:00 PM,30.976,44.835
3340,07/03/25 02:30:00 PM,29.765,46.494
3341,07/03/25 02:40:00 PM,30.016,46.557
3342,07/03/25 02:50:00 PM,30.798,46.619
3343,07/03/25 03:00:00 PM,31.204,45.388
3344,07/03/25 03:10:00 PM,30.469,45.104
3345,07/03/25 03:20:00 PM,30.950,46.474
3346,07/03/25 03:30:00 PM,30.976,47.621
3347,07/03/25 03:40:00 PM,31.459,46.010
3348,07/03/25 03:50:00 PM,30.976,46.706
3349,07/03/25 04:00:00 PM,30.874,46.792
3350,07/03/25 04:10:00 PM,29.865,47.939
3351,07/03/25 04:20:00 PM,30.016,48.543
3352,07/03/25 04:30:00 PM,30.798,47.958
3353,07/03/25 04:40:00 PM,29.890,48.300
3354,07/03/25 04:50:00 PM,31.052,47.075
3355,07/03/25 05:00:00 PM,29.991,48.150
3356,07/03/25 05:10:00 PM,29.991,48.345
3357,07/03/25 05:20:00 PM,30.672,47.355
3358,07/03/25 05:30:00 PM,29.865,48.524
3359,07/03/25 05:40:00 PM,30.167,47.749
3360,07/03/25 05:50:00 PM,29.941,48.306
3361,07/03/25 06:00:00 PM,29.565,49.296
3362,07/03/25 06:10:00 PM,29.715,49.574
3363,07/03/25 06:20:00 PM,29.540,49.422
3364,07/03/25 06:30:00 PM,30.369,48.458
3365,07/03/25 06:40:00 PM,29.991,48.897
3366,07/03/25 06:50:00 PM,29.515,49.613
3367,07/03/25 07:00:00 PM,29.315,50.393
3368,07/03/25 07:10:00 PM,28.941,52.014
3369,07/03/25 07:20:00 PM,28.816,52.221
3370,07/03/25 07:30:00 PM,28.816,52.253
3371,07/03/25 07:40:00 PM,28.593,52.606
3372,07/03/25 07:50:00 PM,28.543,52.791
3373,07/03/25 08:00:00 PM,28.295,53.171
3374,07/03/25 08:10:00 PM,27.751,54.777
3375,07/03/25 08:20:00 PM,27.579,55.194
3376,07/03/25 08:30:00 PM,27.112,56.135
3377,07/03/25 08:40:00 PM,26.818,57.189
3378,07/03/25 08:50:00 PM,26.695,57.515
3379,07/03/25 09:00:00 PM,26.695,57.796
3380,07/03/25 09:10:00 PM,26.329,58.675
3381,07/03/25 09:20:00 PM,26.329,58.862
3382,07/03/25 09:30:00 PM,26.231,59.064
3383,07/03/25 09:40:00 PM,26.134,61.553
3384,07/03/25 09:50:00 PM,25.841,62.090
3385,07/03/25 10:00:00 PM,25.647,62.764
3386,07/03/25 10:10:00 PM,25.307,63.899
3387,07/03/25 10:20:00 PM,25.258,64.073
3388,07/03/25 10:30:00 PM,25.113,64.535
3389,07/03/25 10:40:00 PM,24.992,65.061
3390,07/03/25 10:50:00 PM,25.016,65.368
3391,07/03/25 11:00:00 PM,24.992,65.545
3392,07/03/25 11:10:00 PM,24.798,66.146
3393,07/03/25 11:20:00 PM,24.726,66.676
3394,07/03/25 11:30:00 PM,24.823,66.723
3395,07/03/25 11:40:00 PM,24.702,68.383
3396,07/03/25 11:50:00 PM,24.629,68.609
3397,07/04/25 12:00:00 AM,24.195,70.288
3398,07/04/25 12:10:00 AM,24.702,66.913
3399,07/04/25 12:20:00 AM,24.653,66.874
3400,07/04/25 12:30:00 AM,24.557,67.218
3401,07/04/25 12:40:00 AM,24.436,66.626
3402,07/04/25 12:50:00 AM,24.291,66.480
3403,07/04/25 01:00:00 AM,23.881,66.979
3404,07/04/25 01:10:00 AM,23.857,67.125
3405,07/04/25 01:20:00 AM,23.761,67.467
3406,07/04/25 01:30:00 AM,23.400,69.132
3407,07/04/25 01:40:00 AM,23.376,68.920
3408,07/04/25 01:50:00 AM,23.328,69.357
3409,07/04/25 02:00:00 AM,23.208,69.809
3410,07/04/25 02:10:00 AM,23.112,70.088
3411,07/04/25 02:20:00 AM,22.824,71.421
3412,07/04/25 02:30:00 AM,22.250,74.175
3413,07/04/25 02:40:00 AM,22.393,73.505
3414,07/04/25 02:50:00 AM,22.178,74.132
3415,07/04/25 03:00:00 AM,22.465,73.256
3416,07/04/25 03:10:00 AM,22.082,74.838
3417,07/04/25 03:20:00 AM,22.178,75.465
3418,07/04/25 03:30:00 AM,22.274,75.484
3419,07/04/25 03:40:00 AM,22.441,75.257
3420,07/04/25 03:50:00 AM,22.369,74.228
3421,07/04/25 04:00:00 AM,22.321,74.160
3422,07/04/25 04:10:00 AM,22.345,74.194
3423,07/04/25 04:20:00 AM,22.321,73.869
3424,07/04/25 04:30:00 AM,22.082,74.722
3425,07/04/25 04:40:00 AM,22.106,75.075
3426,07/04/25 04:50:00 AM,21.175,78.900
3427,07/04/25 05:00:00 AM,21.032,81.188
3428,07/04/25 05:10:00 AM,20.841,81.849
3429,07/04/25 05:20:00 AM,20.770,81.778
3430,07/04/25 05:30:00 AM,21.056,81.531
3431,07/04/25 05:40:00 AM,21.056,80.799
3432,07/04/25 05:50:00 AM,20.913,80.627
3433,07/04/25 06:00:00 AM,21.032,79.664
3434,07/04/25 06:10:00 AM,21.199,78.961
3435,07/04/25 06:20:00 AM,20.936,79.644
3436,07/04/25 06:30:00 AM,21.008,79.772
3437,07/04/25 06:40:00 AM,21.413,78.864
3438,07/04/25 06:50:00 AM,20.817,79.986
3439,07/04/25 07:00:00 AM,21.175,80.345
3440,07/04/25 07:10:00 AM,21.199,80.293
3441,07/04/25 07:20:00 AM,21.628,78.852
3442,07/04/25 07:30:00 AM,21.557,78.581
3443,07/04/25 07:40:00 AM,21.604,78.819
3444,07/04/25 07:50:00 AM,22.154,76.009
3445,07/04/25 08:00:00 AM,22.944,68.068
3446,07/04/25 08:10:00 AM,23.064,68.179
3447,07/04/25 08:20:00 AM,23.569,66.264
3448,07/04/25 08:30:00 AM,23.857,65.833
3449,07/04/25 08:40:00 AM,24.098,64.394
3450,07/04/25 08:50:00 AM,24.484,60.921
3451,07/04/25 09:00:00 AM,24.243,62.015
3452,07/04/25 09:10:00 AM,24.532,61.020
3453,07/04/25 09:20:00 AM,25.065,59.349
3454,07/04/25 09:30:00 AM,25.623,57.292
3455,07/04/25 09:40:00 AM,25.258,56.739
3456,07/04/25 09:50:00 AM,24.992,56.169
3457,07/04/25 10:00:00 AM,25.162,56.787
3458,07/04/25 10:10:00 AM,24.992,55.512
3459,07/04/25 10:20:00 AM,25.040,53.950
3460,07/04/25 10:30:00 AM,25.647,54.130
3461,07/04/25 10:40:00 AM,25.914,51.382
3462,07/04/25 10:50:00 AM,26.451,51.645
3463,07/04/25 11:00:00 AM,25.987,51.519
3464,07/04/25 11:10:00 AM,26.085,52.865
3465,07/04/25 11:20:00 AM,26.451,52.852
3466,07/04/25 11:30:00 AM,25.744,53.450
3467,07/04/25 11:40:00 AM,26.378,50.679
3468,07/04/25 11:50:00 AM,26.231,50.213
3469,07/04/25 12:00:00 PM,26.524,51.560
3470,07/04/25 12:10:00 PM,26.744,51.526
3471,07/04/25 12:20:00 PM,26.426,50.845
3472,07/04/25 12:30:00 PM,26.573,49.810
3473,07/04/25 12:40:00 PM,27.014,50.348
3474,07/04/25 12:50:00 PM,26.720,52.191
3475,07/04/25 01:00:00 PM,27.505,50.188
3476,07/04/25 01:10:00 PM,27.161,51.167
3477,07/04/25 01:20:00 PM,27.259,50.604
3478,07/04/25 01:30:00 PM,27.481,50.281
3479,07/04/25 01:40:00 PM,27.505,49.482
3480,07/04/25 01:50:00 PM,27.825,47.037
3481,07/04/25 02:00:00 PM,28.270,46.930
3482,07/04/25 02:10:00 PM,28.866,43.802
3483,07/04/25 02:20:00 PM,28.593,45.014
3484,07/04/25 02:30:00 PM,28.543,45.727
3485,07/04/25 02:40:00 PM,28.196,45.229
3486,07/04/25 02:50:00 PM,28.766,44.773
3487,07/04/25 03:00:00 PM,28.692,44.241
3488,07/04/25 03:10:00 PM,28.568,44.292
3489,07/04/25 03:20:00 PM,28.667,44.925
3490,07/04/25 03:30:00 PM,28.493,44.479
3491,07/04/25 03:40:00 PM,28.369,44.661
3492,07/04/25 03:50:00 PM,28.990,42.500
3493,07/04/25 04:00:00 PM,28.990,43.093
3494,07/04/25 04:10:00 PM,28.791,44.252
3495,07/04/25 04:20:00 PM,29.590,40.979
3496,07/04/25 04:30:00 PM,29.215,43.842
3497,07/04/25 04:40:00 PM,28.866,42.420
3498,07/04/25 04:50:00 PM,29.540,42.264
3499,07/04/25 05:00:00 PM,29.340,42.275
3500,07/04/25 05:10:00 PM,29.389,42.578
3501,07/04/25 05:20:00 PM,28.965,42.299
3502,07/04/25 05:30:00 PM,29.040,40.257
3503,07/04/25 05:40:00 PM,29.290,42.005
3504,07/04/25 05:50:00 PM,29.315,40.319
3505,07/04/25 06:00:00 PM,29.490,39.972
3506,07/04/25 06:10:00 PM,29.540,40.210
3507,07/04/25 06:20:00 PM,29.240,41.140
3508,07/04/25 06:30:00 PM,29.240,41.802
3509,07/04/25 06:40:00 PM,29.140,43.340
3510,07/04/25 06:50:00 PM,29.165,41.926
3511,07/04/25 07:00:00 PM,29.065,42.706
3512,07/04/25 07:10:00 PM,28.766,45.231
3513,07/04/25 07:20:00 PM,28.866,45.537
3514,07/04/25 07:30:00 PM,28.468,46.174
3515,07/04/25 07:40:00 PM,28.444,47.924
3516,07/04/25 07:50:00 PM,28.196,48.281
3517,07/04/25 08:00:00 PM,27.899,47.565
3518,07/04/25 08:10:00 PM,27.702,47.702
3519,07/04/25 08:20:00 PM,27.456,47.218
3520,07/04/25 08:30:00 PM,27.259,47.291
3521,07/04/25 08:40:00 PM,27.112,47.725
3522,07/04/25 08:50:00 PM,26.891,46.954
3523,07/04/25 09:00:00 PM,26.622,46.404
3524,07/04/25 09:10:00 PM,26.402,46.506
3525,07/04/25 09:20:00 PM,26.134,46.861
3526,07/04/25 09:30:00 PM,25.939,47.707
3527,07/04/25 09:40:00 PM,25.695,47.966
3528,07/04/25 09:50:00 PM,25.550,48.076
3529,07/04/25 10:00:00 PM,25.307,48.910
3530,07/04/25 10:10:00 PM,25.137,49.814
3531,07/04/25 10:20:00 PM,24.944,49.821
3532,07/04/25 10:30:00 PM,24.774,50.244
3533,07/04/25 10:40:00 PM,24.677,51.025
3534,07/04/25 10:50:00 PM,24.581,51.614
3535,07/04/25 11:00:00 PM,24.581,51.899
3536,07/04/25 11:10:00 PM,23.497,53.606
3537,07/04/25 11:20:00 PM,23.088,55.888
3538,07/04/25 11:30:00 PM,22.776,58.132
3539,07/04/25 11:40:00 PM,22.321,59.628
3540,07/04/25 11:50:00 PM,21.199,62.820
3541,07/05/25 12:00:00 AM,20.984,64.588
3542,07/05/25 12:10:00 AM,20.817,66.321
3543,07/05/25 12:20:00 AM,20.341,68.075
3544,07/05/25 12:30:00 AM,19.532,70.100
3545,07/05/25 12:40:00 AM,19.436,70.957
3546,07/05/25 12:50:00 AM,19.413,71.709
3547,07/05/25 01:00:00 AM,19.888,71.101
3548,07/05/25 01:10:00 AM,19.246,71.619
3549,07/05/25 01:20:00 AM,18.889,72.535
3550,07/05/25 01:30:00 AM,18.794,73.526
3551,07/05/25 01:40:00 AM,18.818,74.220
3552,07/05/25 01:50:00 AM,19.318,71.807
3553,07/05/25 02:00:00 AM,19.127,71.945
3554,07/05/25 02:10:00 AM,18.842,72.526
3555,07/05/25 02:20:00 AM,18.604,72.336
3556,07/05/25 02:30:00 AM,18.200,73.725
3557,07/05/25 02:40:00 AM,17.796,75.388
3558,07/05/25 02:50:00 AM,17.582,76.338
3559,07/05/25 03:00:00 AM,17.701,76.618
3560,07/05/25 03:10:00 AM,17.891,75.208
3561,07/05/25 03:20:00 AM,17.867,74.689
3562,07/05/25 03:30:00 AM,17.344,76.912
3563,07/05/25 03:40:00 AM,17.486,76.262
3564,07/05/25 03:50:00 AM,17.368,76.011
3565,07/05/25 04:00:00 AM,17.415,76.417
3566,07/05/25 04:10:00 AM,17.486,75.212
3567,07/05/25 04:20:00 AM,16.820,76.493
3568,07/05/25 04:30:00 AM,16.725,77.432
3569,07/05/25 04:40:00 AM,16.630,78.114
3570,07/05/25 04:50:00 AM,16.630,78.338
3571,07/05/25 05:00:00 AM,16.534,78.430
3572,07/05/25 05:10:00 AM,16.511,78.733
3573,07/05/25 05:20:00 AM,16.534,78.654
3574,07/05/25 05:30:00 AM,16.654,78.595
3575,07/05/25 05:40:00 AM,16.320,78.915
3576,07/05/25 05:50:00 AM,15.915,80.911
3577,07/05/25 06:00:00 AM,15.796,81.437
3578,07/05/25 06:10:00 AM,16.177,81.328
3579,07/05/25 06:20:00 AM,16.582,80.003
3580,07/05/25 06:30:00 AM,16.939,79.299
3581,07/05/25 06:40:00 AM,17.177,78.089
3582,07/05/25 06:50:00 AM,17.368,77.650
3583,07/05/25 07:00:00 AM,18.033,76.884
3584,07/05/25 07:10:00 AM,19.674,72.252
3585,07/05/25 07:20:00 AM,20.055,69.289
3586,07/05/25 07:30:00 AM,19.222,72.744
3587,07/05/25 07:40:00 AM,19.294,71.599
